243	14481
244	14377
245	14541
246	14420
247	14096
248	14303
249	14063
250	13986
251	13490
252	13640
253	13655
254	13335
255	13531
256	13224
257	12880
258	13049
259	12827
260	12795
261	12746
262	12809
263	12389
264	12185
265	12290
266	12236
267	12149
268	11959
269	11850
270	11716
271	11670
272	11573
273	11530
274	11493
275	11302
276	11409
277	11182
278	10954
279	10818
280	10718
281	10652
282	10828
283	10763
284	10559
285	10478
286	10365
287	10537
288	10172
289	10083
290	10260
291	9974
292	10013
293	9672
294	9842
295	9681
296	9498
297	9394
298	9356
299	9239
300	9236
301	9082
302	9232
303	9038
304	8888
305	8966
306	8907
307	8865
308	8644
309	8748
310	8530
311	8344
312	8354
313	8269
314	8366
315	8226
316	8221
317	8170
318	8029
319	7995
320	7933
321	7874
322	7569
323	7782
324	7776
325	7567
326	7607
327	7545
328	7420
329	7322
330	7266
331	7264
332	7127
333	7041
334	7056
335	7132
336	6923
337	7022
338	6791
339	6879
340	6740
341	6859
342	6603
343	6667
344	6543
345	6455
346	6371
347	6245
348	6267
349	6359
350	6292
351	6272
352	6124
353	6154
354	6068
355	5903
356	5907
357	5892
358	5774
359	5766
360	5689
361	5697
362	5722
363	5631
364	5492
365	5574
366	5475
367	5380
368	5280
369	5245
370	5212
371	5344
372	5230
373	5102
374	5172
375	5156
376	5051
377	4907
378	4961
379	4970
380	4873
381	4781
382	4840
383	4882
384	4839
385	4703
386	4645
387	4665
388	4510
389	4479
390	4525
391	4424
392	4504
393	4313
394	4419
395	4420
396	4416
397	4218
398	4200
399	4217
400	4229
401	4095
402	4155
403	4105
404	4065
405	3981
406	3951
407	3931
408	3923
409	3902
410	3863
411	3767
412	3803
413	3751
414	3670
415	3745
416	3803
417	3710
418	3601
419	3571
420	3640
421	3545
422	3541
423	3522
424	3496
425	3368
426	3353
427	3316
428	3331
429	3209
430	3376
431	3288
432	3205
433	3189
434	3110
435	3062
436	3122
437	3130
438	3100
439	3032
440	3082
441	2943
442	3049
443	3029
444	2924
445	2895
446	2892
447	2880
448	2880
449	2854
450	2772
451	2804
452	2684
453	2733
454	2711
455	2616
456	2606
457	2637
458	2551
459	2534
460	2573
461	2584
462	2508
463	2554
464	2526
465	2411
466	2464
467	2470
468	2430
469	2551
470	2341
471	2345
472	2309
473	2295
474	2355
475	2337
476	2307
477	2096
478	2190
479	2314
480	2227
481	2178
482	2144
483	2182
484	2069
485	2121
486	2111
487	2024
488	2032
489	2147
490	2032
491	1973
492	2012
493	2012
494	2089
495	1964
496	1830
497	1983
498	1900
499	1882
500	1945
501	1842
502	1848
503	1845
504	1865
505	1799
506	1801
507	1766
508	1681
509	1700
510	1772
511	1731
512	1775
513	1674
514	1708
515	1648
516	1647
517	1664
518	1699
519	1578
520	1638
521	1582
522	1616
523	1550
524	1571
525	1552
526	1574
527	1478
528	1414
529	1532
530	1458
531	1452
532	1412
533	1408
534	1380
535	1457
536	1392
537	1422
538	1394
539	1397
540	1388
541	1375
542	1385
543	1394
544	1317
545	1378
546	1289
547	1290
548	1235
549	1292
550	1229
551	1305
552	1232
553	1254
554	1205
555	1249
556	1171
557	1169
558	1238
559	1242
560	1197
561	1116
562	1142
563	1128
564	1128
565	1100
566	1074
567	1102
568	1078
569	1080
570	1104
571	1050
572	982
573	1061
574	1036
575	1078
576	984
577	1027
578	999
579	941
580	978
581	994
582	1023
583	959
584	963
585	967
586	935
587	896
588	928
589	897
590	950
591	956
592	910
593	867
594	862
595	844
596	858
597	826
598	844
599	836
600	881
601	858
602	879
603	834
604	761
605	806
606	797
607	815
608	799
609	793
610	785
611	770
612	725
613	702
614	746
615	735
616	792
617	694
618	687
619	738
620	727
621	752
622	740
623	704
624	709
625	695
626	682
627	666
628	694
629	717
630	622
631	639
632	640
633	668
634	644
635	683
636	652
637	610
638	630
639	629
640	663
641	612
642	639
643	549
644	600
645	609
646	626
647	600
648	586
649	607
650	585
651	585
652	549
653	572
654	551
655	559
656	518
657	628
658	567
659	511
660	517
661	509
662	497
663	499
664	497
665	481
666	519
667	481
668	499
669	497
670	459
671	497
672	481
673	503
674	463
675	452
676	510
677	475
678	438
679	406
680	438
681	428
682	460
683	476
684	441
685	420
686	404
687	439
688	392
689	439
690	418
691	398
692	396
693	428
694	419
695	371
696	366
697	384
698	411
699	387
700	374
701	360
702	372
703	392
704	407
705	346
706	356
707	361
708	388
709	370
710	346
711	378
712	348
713	344
714	341
715	310
716	345
717	340
718	326
719	303
720	292
721	316
722	278
723	353
724	324
725	340
726	293
727	303
728	337
729	297
730	279
731	317
732	305
733	286
734	277
735	307
736	275
737	287
738	314
739	264
740	298
741	290
742	318
743	255
744	281
745	283
746	251
747	247
748	250
749	227
750	239
751	255
752	225
753	217
754	246
755	271
756	286
757	265
758	220
759	222
760	226
761	211
762	214
763	225
764	236
765	250
766	229
767	243
768	216
769	208
770	226
771	217
772	231
773	196
774	202
775	212
776	214
777	212
778	229
779	211
780	216
781	199
782	197
783	219
784	200
785	202
786	184
787	197
788	193
789	179
790	179
791	191
792	188
793	175
794	190
795	181
796	196
797	179
798	192
799	150
800	184
801	173
802	186
803	159
804	157
805	150
806	149
807	169
808	192
809	142
810	138
811	165
812	156
813	161
814	164
815	147
816	145
817	160
818	141
819	135
820	142
821	146
822	152
823	138
824	163
825	143
826	114
827	131
828	111
829	129
830	161
831	142
832	138
833	131
834	133
835	141
836	125
837	129
838	112
839	142
840	124
841	130
842	133
843	119
844	125
845	121
846	124
847	104
848	95
849	124
850	109
851	113
852	116
853	120
854	93
855	104
856	119
857	126
858	116
859	109
860	124
861	100
862	117
863	99
864	135
865	103
866	94
867	94
868	99
869	86
870	87
871	94
872	110
873	106
874	110
875	88
876	93
877	101
878	86
879	86
880	99
881	97
882	91
883	60
884	80
885	100
886	84
887	89
888	83
889	74
890	92
891	72
892	81
893	91
894	78
895	80
896	90
897	82
898	86
899	90
900	90
901	74
902	75
903	78
904	63
905	61
906	79
907	78
908	71
909	91
910	69
911	64
912	67
913	60
914	64
915	55
916	80
917	65
918	79
919	64
920	60
921	82
922	73
923	55
924	63
925	71
926	67
927	66
928	59
929	59
930	54
931	54
932	49
933	60
934	54
935	52
936	63
937	61
938	64
939	54
940	60
941	54
942	59
943	54
944	53
945	52
946	57
947	54
948	79
949	63
950	62
951	55
952	44
953	56
954	56
955	44
956	51
957	56
958	51
959	55
960	37
961	34
962	41
963	50
964	41
965	46
966	54
967	40
968	57
969	45
970	46
971	38
972	53
973	30
974	35
975	46
976	44
977	38
978	45
979	46
980	37
981	48
982	41
983	29
984	37
985	30
986	36
987	35
988	30
989	31
990	38
991	34
992	38
993	38
994	31
995	33
996	31
997	35
998	40
999	40
1000	37
1001	29
1002	28
1003	33
1004	34
1005	30
1006	38
1007	29
1008	32
1009	38
1010	29
1011	27
1012	28
1013	34
1014	36
1015	28
1016	35
1017	32
1018	26
1019	29
1020	35
1021	23
1022	34
1023	24
1024	35
1025	39
1026	26
1027	21
1028	24
1029	34
1030	17
1031	22
1032	30
1033	20
1034	29
1035	24
1036	24
1037	17
1038	26
1039	21
1040	27
1041	25
1042	28
1043	20
1044	22
1045	21
1046	28
1047	26
1048	20
1049	18
1050	28
1051	22
1052	28
1053	22
1054	20
1055	18
1056	15
1057	23
1058	21
1059	17
1060	21
1061	20
1062	19
1063	19
1064	12
1065	22
1066	26
1067	18
1068	24
1069	15
1070	26
1071	15
1072	18
1073	19
1074	15
1075	22
1076	14
1077	14
1078	20
1079	11
1080	24
1081	17
1082	26
1083	24
1084	15
1085	18
1086	13
1087	20
1088	20
1089	14
1090	15
1091	18
1092	24
1093	18
1094	24
1095	12
1096	17
1097	14
1098	22
1099	13
1100	15
1101	11
1102	17
1103	15
1104	17
1105	16
1106	13
1107	11
1108	17
1109	23
1110	11
1111	20
1112	18
1113	16
1114	11
1115	16
1116	15
1117	15
1118	14
1119	19
1120	17
1121	10
1122	15
1123	7
1124	11
1125	17
1126	12
1127	17
1128	6
1129	16
1130	15
1131	10
1132	9
1133	14
1134	13
1135	13
1136	5
1137	14
1138	9
1139	11
1140	11
1141	17
1142	5
1143	9
1144	10
1145	12
1146	11
1147	8
1148	10
1149	15
1150	10
1151	16
1152	13
1153	7
1154	8
1155	8
1156	14
1157	8
1158	5
1159	12
1160	4
1161	9
1162	8
1163	8
1164	12
1165	15
1166	6
1167	5
1168	14
1169	7
1170	7
1171	10
1172	13
1173	14
1174	9
1175	11
1176	3
1177	7
1178	7
1179	7
1180	1
1181	10
1182	7
1183	6
1184	11
1185	6
1186	14
1187	7
1188	9
1189	5
1190	11
1191	5
1192	6
1193	8
1194	6
1195	8
1196	5
1197	8
1198	8
1199	12
1200	12
1201	7
1202	8
1203	7
1204	10
1205	9
1206	3
1207	2
1208	4
1209	10
1210	4
1211	7
1212	2
1213	5
1214	6
1215	11
1216	9
1217	14
1218	6
1219	6
1220	10
1221	5
1222	5
1223	9
1224	6
1225	2
1226	7
1227	2
1228	2
1229	7
1230	8
1231	5
1232	3
1233	8
1234	2
1235	5
1236	6
1237	4
1238	7
1239	4
1240	5
1241	5
1242	10
1243	4
1244	2
1245	5
1246	5
1247	3
1248	4
1249	5
1250	3
1251	5
1252	3
1253	5
1254	5
1255	4
1256	1
1257	3
1258	4
1259	6
1260	3
1261	6
1262	2
1263	1
1264	4
1265	4
1266	3
1267	4
1268	8
1269	9
1270	3
1271	1
1272	2
1273	6
1274	2
1275	6
1276	3
1277	3
1278	7
1279	3
1280	5
1281	8
1282	5
1283	3
1284	3
1285	3
1286	6
1287	1
1288	1
1289	3
1290	3
1291	4
1292	2
1293	5
1294	2
1295	3
1296	1
1297	5
1298	5
1299	3
1300	5
1301	6
1302	5
1303	3
1304	3
1305	4
1306	2
1307	2
1308	3
1309	2
1310	5
1311	2
1312	3
1313	2
1314	3
1315	2
1316	1
1317	3
1318	3
1319	8
1321	2
1323	4
1324	5
1325	4
1326	1
1327	2
1328	1
1329	2
1330	4
1331	3
1332	1
1333	1
1334	1
1335	3
1336	2
1337	1
1338	2
1339	4
1340	1
1341	2
1342	3
1343	2
1344	2
1345	3
1346	2
1347	3
1349	1
1350	1
1351	1
1352	3
1353	5
1354	3
1355	2
1356	2
1357	1
1358	3
1359	2
1360	1
1361	1
1362	3
1364	1
1365	2
1366	3
1367	1
1368	2
1369	3
1370	2
1371	3
1372	2
1374	2
1377	3
1378	3
1379	1
1380	3
1382	2
1384	3
1386	4
1387	2
1388	1
1389	1
1390	2
1391	1
1392	2
1393	2
1395	1
1396	1
1401	5
1402	6
1405	1
1406	3
1408	2
1409	2
1410	2
1415	1
1417	2
1418	2
1419	1
1422	2
1424	1
1425	1
1426	1
1431	1
1432	1
1434	2
1438	2
1439	2
1441	1
1442	2
1443	1
1444	1
1446	1
1447	1
1450	1
1451	1
1456	1
1459	1
1461	1
1462	1
1463	1
1464	2
1465	1
1467	1
1468	1
1469	1
1470	1
1471	1
1474	2
1481	1
1486	3
1487	2
1488	1
1489	1
1491	1
1494	1
1495	2
1496	1
1497	2
1498	1
1500	1
1501	3
1502	2
1504	1
1505	1
1507	1
1510	1
1511	1
1512	1
1513	1
1514	1
1515	1
1516	1
1520	2
1521	1
1525	1
1527	1
1530	1
1531	1
1534	1
1540	1
1542	1
1545	1
1550	1
1552	1
1554	1
1556	3
1558	1
1563	1
1568	1
1571	1
1574	1
1578	1
1580	2
1585	1
1593	1
1595	1
1596	1
1598	1
1600	1
1601	1
1605	2
1606	2
1612	1
1618	1
1619	1
1622	1
1623	1
1626	1
1629	1
1633	1
1638	1
1653	1
1656	1
1657	1
1661	1
1670	1
1677	1
1689	1
1695	1
1697	1
1713	1
1721	1
1728	1
1730	1
1731	1
1748	1
1756	1
1784	1
1787	1
1793	1
1799	1
1830	1
1842	1
1854	1
1860	1
1863	1
